Delhi Area,Venue Name,Capacity,Venue Type,Address,Project/Screen Available ?,Mic+Speakers Available ?,Food and Beverages ?,Notes
South,"IIT Delhi,
Research and Innovation Park,
Block C, Ideation Lounge",30 (Max 50),Campus,https://goo.gl/maps/zcsMq3gKCjNYNDq57,Yes,Yes,Canteen on ground floor,
